,ccf_warming,model,ccf_variant,rcp,base_warming,total_warming,ccf_ppm,ecs,tcr
1,0.27370308979855995,CESM1-CAM5,CESM1-BGC,rcp26,2.0079438,2.28164688979856,36.10500000000002,,2.3
2,0.2134882840099758,CESM1-CAM5,GFDL-ESM2M,rcp26,2.0079438,2.221432084009976,27.90500000000003,,2.3
3,0.19043711381543796,CESM1-CAM5,MIROC-ESM,rcp26,2.0079438,2.198380913815438,24.805000000000007,,2.3
4,-0.08316672639905777,CESM1-CAM5,IPSL-CM5A-LR,rcp26,2.0079438,1.9247770736009422,-10.394999999999982,,2.3
5,0.18147100905674404,CESM1-CAM5,CanESM2,rcp26,2.0079438,2.189414809056744,23.605000000000018,,2.3
6,0.1724806660939558,CESM1-CAM5,GFDL-ESM2G,rcp26,2.0079438,2.180424466093956,22.40500000000003,,2.3
7,0.24813489166976024,CESM1-CAM5,HadGEM2-ES,rcp26,2.0079438,2.25607869166976,32.60500000000002,,2.3
8,-0.015007033258543568,CESM1-CAM5,MPI-ESM-LR,rcp26,2.0079438,1.9929367667414566,-1.8949999999999818,,2.3
9,0.1370326024545928,CESM1-CAM5,inmcm4,rcp26,2.0079438,2.144976402454593,17.70500000000004,,2.3
10,-0.2603673019219466,CESM1-CAM5,MRI-ESM1,rcp26,2.0079438,1.7475764980780535,-31.694999999999993,,2.3
11,0.043215414254283595,CESM1-CAM5,bcc-ccsm1-1,rcp26,2.0079438,2.051159214254284,5.5049999999999955,,2.3
0,-0.002851008742090144,CNRM-CM5,NorESM1-ME,rcp26,1.6656808,1.66282979125791,-0.3949999999999818,3.3,2.1
1,0.24990282112042433,CNRM-CM5,CESM1-BGC,rcp26,1.6656808,1.9155836211204245,36.10500000000002,3.3,2.1
2,0.1949240854004127,CNRM-CM5,GFDL-ESM2M,rcp26,1.6656808,1.8606048854004127,27.90500000000003,3.3,2.1
3,0.17387736478800858,CNRM-CM5,MIROC-ESM,rcp26,1.6656808,1.8395581647880086,24.805000000000007,3.3,2.1
4,-0.0759348371469658,CNRM-CM5,IPSL-CM5A-LR,rcp26,1.6656808,1.5897459628530344,-10.394999999999982,3.3,2.1
5,0.16569092131267935,CNRM-CM5,CanESM2,rcp26,1.6656808,1.8313717213126794,23.605000000000018,3.3,2.1
6,0.15748234730317703,CNRM-CM5,GFDL-ESM2G,rcp26,1.6656808,1.823163147303177,22.40500000000003,3.3,2.1
